"userId","movieId","rating","timestamp","date"
1,1,4,964982703,2000-07-31 02:45:03
1,3,4,964981247,2000-07-31 02:20:47
1,6,4,964982224,2000-07-31 02:37:04
1,47,5,964983815,2000-07-31 03:03:35
1,50,5,964982931,2000-07-31 02:48:51
1,70,3,964982400,2000-07-31 02:40:00
1,101,5,964980868,2000-07-31 02:14:28
1,110,4,964982176,2000-07-31 02:36:16
1,151,5,964984041,2000-07-31 03:07:21
1,157,5,964984100,2000-07-31 03:08:20
1,163,5,964983650,2000-07-31 03:00:50
1,216,5,964981208,2000-07-31 02:20:08
1,223,3,964980985,2000-07-31 02:16:25
1,231,5,964981179,2000-07-31 02:19:39
1,235,4,964980908,2000-07-31 02:15:08
1,260,5,964981680,2000-07-31 02:28:00
1,296,3,964982967,2000-07-31 02:49:27
1,316,3,964982310,2000-07-31 02:38:30
1,333,5,964981179,2000-07-31 02:19:39
1,349,4,964982563,2000-07-31 02:42:43
1,356,4,964980962,2000-07-31 02:16:02
1,362,5,964982588,2000-07-31 02:43:08
1,367,4,964981710,2000-07-31 02:28:30
1,423,3,964982363,2000-07-31 02:39:23
1,441,4,964980868,2000-07-31 02:14:28
1,457,5,964981909,2000-07-31 02:31:49
1,480,4,964982346,2000-07-31 02:39:06
1,500,3,964981208,2000-07-31 02:20:08
1,527,5,964984002,2000-07-31 03:06:42
1,543,4,964981179,2000-07-31 02:19:39
1,552,4,964982653,2000-07-31 02:44:13
1,553,5,964984153,2000-07-31 03:09:13
1,590,4,964982546,2000-07-31 02:42:26
1,592,4,964982271,2000-07-31 02:37:51
1,593,4,964983793,2000-07-31 03:03:13
1,596,5,964982838,2000-07-31 02:47:18
1,608,5,964982931,2000-07-31 02:48:51
1,648,3,964982563,2000-07-31 02:42:43
1,661,5,964982838,2000-07-31 02:47:18
1,673,3,964981775,2000-07-31 02:29:35
1,733,4,964982400,2000-07-31 02:40:00
1,736,3,964982653,2000-07-31 02:44:13
1,780,3,964984086,2000-07-31 03:08:06
1,919,5,964982475,2000-07-31 02:41:15
1,923,5,964981529,2000-07-31 02:25:29
1,954,5,964983219,2000-07-31 02:53:39
1,1023,5,964982681,2000-07-31 02:44:41
1,1025,5,964982791,2000-07-31 02:46:31
1,1029,5,964982855,2000-07-31 02:47:35
1,1030,3,964982903,2000-07-31 02:48:23
1,1031,5,964982653,2000-07-31 02:44:13
1,1032,5,964982791,2000-07-31 02:46:31
1,1042,4,964981179,2000-07-31 02:19:39
1,1049,5,964982400,2000-07-31 02:40:00
1,1060,4,964980924,2000-07-31 02:15:24
1,1073,5,964981680,2000-07-31 02:28:00
1,1080,5,964981327,2000-07-31 02:22:07
1,1089,5,964982951,2000-07-31 02:49:11
1,1090,4,964984018,2000-07-31 03:06:58
1,1092,5,964983484,2000-07-31 02:58:04
1,1097,5,964981680,2000-07-31 02:28:00
1,1127,4,964982513,2000-07-31 02:41:53
1,1136,5,964981327,2000-07-31 02:22:07
1,1196,5,964981827,2000-07-31 02:30:27
1,1197,5,964981872,2000-07-31 02:31:12
1,1198,5,964981827,2000-07-31 02:30:27
1,1206,5,964983737,2000-07-31 03:02:17
1,1208,4,964983250,2000-07-31 02:54:10
1,1210,5,964980499,2000-07-31 02:08:19
1,1213,5,964982951,2000-07-31 02:49:11
1,1214,4,964981855,2000-07-31 02:30:55
1,1219,2,964983393,2000-07-31 02:56:33
1,1220,5,964981909,2000-07-31 02:31:49
1,1222,5,964981909,2000-07-31 02:31:49
1,1224,5,964984018,2000-07-31 03:06:58
1,1240,5,964983723,2000-07-31 03:02:03
1,1256,5,964981442,2000-07-31 02:24:02
1,1258,3,964983414,2000-07-31 02:56:54
1,1265,4,964983599,2000-07-31 02:59:59
1,1270,5,964983705,2000-07-31 03:01:45
1,1275,5,964982290,2000-07-31 02:38:10
1,1278,5,964983414,2000-07-31 02:56:54
1,1282,5,964982703,2000-07-31 02:45:03
1,1291,5,964981909,2000-07-31 02:31:49
1,1298,5,964984086,2000-07-31 03:08:06
1,1348,4,964983393,2000-07-31 02:56:33
1,1377,3,964982653,2000-07-31 02:44:13
1,1396,3,964983017,2000-07-31 02:50:17
1,1408,3,964982310,2000-07-31 02:38:30
1,1500,4,964980985,2000-07-31 02:16:25
1,1517,5,964981107,2000-07-31 02:18:27
1,1552,4,964982620,2000-07-31 02:43:40
1,1573,5,964982290,2000-07-31 02:38:10
1,1580,3,964981125,2000-07-31 02:18:45
1,1587,5,964982346,2000-07-31 02:39:06
1,1617,5,964982951,2000-07-31 02:49:11
1,1620,4,964983056,2000-07-31 02:50:56
1,1625,5,964983504,2000-07-31 02:58:24
1,1644,3,964983536,2000-07-31 02:58:56
1,1676,3,964982620,2000-07-31 02:43:40
1,1732,5,964981125,2000-07-31 02:18:45
1,1777,4,964981230,2000-07-31 02:20:30
1,1805,4,964983056,2000-07-31 02:50:56
1,1920,4,964981780,2000-07-31 02:29:40
1,1927,5,964981497,2000-07-31 02:24:57
1,1954,5,964982176,2000-07-31 02:36:16
1,1967,4,964981710,2000-07-31 02:28:30
1,2000,4,964982211,2000-07-31 02:36:51
1,2005,5,964981710,2000-07-31 02:28:30
1,2012,4,964984176,2000-07-31 03:09:36
1,2018,5,964980523,2000-07-31 02:08:43
1,2028,4,964981888,2000-07-31 02:31:28
1,2046,4,964982563,2000-07-31 02:42:43
1,2054,4,964981747,2000-07-31 02:29:07
1,2058,5,964982400,2000-07-31 02:40:00
1,2078,5,964982838,2000-07-31 02:47:18
1,2090,5,964982838,2000-07-31 02:47:18
1,2094,5,964982653,2000-07-31 02:44:13
1,2096,4,964982838,2000-07-31 02:47:18
1,2105,4,964981725,2000-07-31 02:28:45
1,2115,5,964982529,2000-07-31 02:42:09
1,2116,5,964982876,2000-07-31 02:47:56
1,2137,5,964982791,2000-07-31 02:46:31
1,2139,5,964982791,2000-07-31 02:46:31
1,2141,5,964982838,2000-07-31 02:47:18
1,2143,4,964981725,2000-07-31 02:28:45
1,2161,5,964981710,2000-07-31 02:28:30
1,2174,4,964981680,2000-07-31 02:28:00
1,2193,4,964981710,2000-07-31 02:28:30
1,2253,2,964981775,2000-07-31 02:29:35
1,2268,4,964982989,2000-07-31 02:49:49
1,2273,4,964982310,2000-07-31 02:38:30
1,2291,5,964983664,2000-07-31 03:01:04
1,2329,5,964983263,2000-07-31 02:54:23
1,2338,2,964983546,2000-07-31 02:59:06
1,2353,5,964983861,2000-07-31 03:04:21
1,2366,4,964982462,2000-07-31 02:41:02
1,2387,5,964983123,2000-07-31 02:52:03
1,2395,5,964981093,2000-07-31 02:18:13
1,2406,4,964982310,2000-07-31 02:38:30
1,2414,3,964982513,2000-07-31 02:41:53
1,2427,5,964982242,2000-07-31 02:37:22
1,2450,4,964982620,2000-07-31 02:43:40
1,2459,5,964983414,2000-07-31 02:56:54
1,2470,5,964982588,2000-07-31 02:43:08
1,2478,4,964984169,2000-07-31 03:09:29
1,2502,5,964981278,2000-07-31 02:21:18
1,2528,3,964982328,2000-07-31 02:38:48
1,2529,5,964982242,2000-07-31 02:37:22
1,2542,5,964981265,2000-07-31 02:21:05
1,2571,5,964981888,2000-07-31 02:31:28
1,2580,5,964983000,2000-07-31 02:50:00
1,2596,5,964981144,2000-07-31 02:19:04
1,2616,4,964983080,2000-07-31 02:51:20
1,2617,2,964982588,2000-07-31 02:43:08
1,2628,4,964980523,2000-07-31 02:08:43
1,2640,4,964982377,2000-07-31 02:39:37
1,2641,5,964982620,2000-07-31 02:43:40
1,2648,4,964983414,2000-07-31 02:56:54
1,2657,3,964983426,2000-07-31 02:57:06
1,2692,5,964981855,2000-07-31 02:30:55
1,2700,5,964980985,2000-07-31 02:16:25
1,2716,5,964983414,2000-07-31 02:56:54
1,2761,5,964982703,2000-07-31 02:45:03
1,2797,4,964981710,2000-07-31 02:28:30
1,2826,4,964980523,2000-07-31 02:08:43
1,2858,5,964980868,2000-07-31 02:14:28
1,2872,5,964981680,2000-07-31 02:28:00
1,2916,4,964982290,2000-07-31 02:38:10
1,2944,5,964981872,2000-07-31 02:31:12
1,2947,5,964982176,2000-07-31 02:36:16
1,2948,5,964982191,2000-07-31 02:36:31
1,2949,5,964981888,2000-07-31 02:31:28
1,2959,5,964983282,2000-07-31 02:54:42
1,2985,4,964983034,2000-07-31 02:50:34
1,2987,5,964982495,2000-07-31 02:41:35
1,2991,5,964982271,2000-07-31 02:37:51
1,2993,5,964982242,2000-07-31 02:37:22
1,2997,4,964980896,2000-07-31 02:14:56
1,3033,5,964983762,2000-07-31 03:02:42
1,3034,5,964982791,2000-07-31 02:46:31
1,3052,5,964981208,2000-07-31 02:20:08
1,3053,5,964984086,2000-07-31 03:08:06
1,3062,4,964981872,2000-07-31 02:31:12
1,3147,5,964983873,2000-07-31 03:04:33
1,3168,4,964982495,2000-07-31 02:41:35
1,3176,1,964983504,2000-07-31 02:58:24
1,3243,3,964981093,2000-07-31 02:18:13
1,3247,3,964983108,2000-07-31 02:51:48
1,3253,5,964981107,2000-07-31 02:18:27
1,3273,5,964983536,2000-07-31 02:58:56
1,3386,5,964983484,2000-07-31 02:58:04
1,3439,4,964981799,2000-07-31 02:29:59
1,3440,4,964981799,2000-07-31 02:29:59
1,3441,5,964982328,2000-07-31 02:38:48
1,3448,5,964984054,2000-07-31 03:07:34
1,3450,5,964981144,2000-07-31 02:19:04
1,3479,4,964981725,2000-07-31 02:28:45
1,3489,4,964981775,2000-07-31 02:29:35
1,3527,4,964982271,2000-07-31 02:37:51
1,3578,5,964980668,2000-07-31 02:11:08
1,3617,4,964980683,2000-07-31 02:11:23
1,3639,4,964982271,2000-07-31 02:37:51
1,3671,5,964981589,2000-07-31 02:26:29
1,3702,5,964983737,2000-07-31 03:02:17
1,3703,5,964981909,2000-07-31 02:31:49
1,3740,4,964982417,2000-07-31 02:40:17
1,3744,4,964980694,2000-07-31 02:11:34
1,3793,5,964981855,2000-07-31 02:30:55
1,3809,4,964981220,2000-07-31 02:20:20
1,5060,5,964984002,2000-07-31 03:06:42
2,318,3,1445714835,2015-10-25 03:27:15
2,333,4,1445715029,2015-10-25 03:30:29
2,1704,4.5,1445715228,2015-10-25 03:33:48
2,3578,4,1445714885,2015-10-25 03:28:05
2,6874,4,1445714952,2015-10-25 03:29:12
2,8798,3.5,1445714960,2015-10-25 03:29:20
2,46970,4,1445715013,2015-10-25 03:30:13
2,48516,4,1445715064,2015-10-25 03:31:04
2,58559,4.5,1445715141,2015-10-25 03:32:21
2,60756,5,1445714980,2015-10-25 03:29:40
2,68157,4.5,1445715154,2015-10-25 03:32:34
2,71535,3,1445714974,2015-10-25 03:29:34
2,74458,4,1445714926,2015-10-25 03:28:46
2,77455,3,1445714941,2015-10-25 03:29:01
2,79132,4,1445714841,2015-10-25 03:27:21
2,80489,4.5,1445715340,2015-10-25 03:35:40
2,80906,5,1445715172,2015-10-25 03:32:52
2,89774,5,1445715189,2015-10-25 03:33:09
2,91529,3.5,1445714891,2015-10-25 03:28:11
2,91658,2.5,1445714938,2015-10-25 03:28:58
2,99114,3.5,1445714874,2015-10-25 03:27:54
2,106782,5,1445714966,2015-10-25 03:29:26
2,109487,3,1445715145,2015-10-25 03:32:25
2,112552,4,1445714882,2015-10-25 03:28:02
2,115713,3.5,1445714854,2015-10-25 03:27:34
2,122882,5,1445715272,2015-10-25 03:34:32
3,31,0.5,1306463578,2011-05-27 10:32:58
3,527,0.5,1306464275,2011-05-27 10:44:35
3,647,0.5,1306463619,2011-05-27 10:33:39
3,720,0.5,1306463595,2011-05-27 10:33:15
3,849,5,1306463611,2011-05-27 10:33:31
3,914,0.5,1306463567,2011-05-27 10:32:47
3,1093,0.5,1306463627,2011-05-27 10:33:47
3,1124,0.5,1306464216,2011-05-27 10:43:36
3,1263,0.5,1306463569,2011-05-27 10:32:49
3,1272,0.5,1306463624,2011-05-27 10:33:44
3,1275,3.5,1306463323,2011-05-27 10:28:43
3,1302,0.5,1306464189,2011-05-27 10:43:09
3,1371,3,1306463561,2011-05-27 10:32:41
3,1587,4.5,1306464003,2011-05-27 10:40:03
3,2018,0.5,1306464175,2011-05-27 10:42:55
3,2080,0.5,1306463572,2011-05-27 10:32:52
3,2090,0.5,1306464261,2011-05-27 10:44:21
3,2105,2,1306463559,2011-05-27 10:32:39
3,2288,4,1306463631,2011-05-27 10:33:51
3,2424,0.5,1306464293,2011-05-27 10:44:53
3,3210,0.5,1306463638,2011-05-27 10:33:58
3,3703,5,1306463603,2011-05-27 10:33:23
3,3949,0.5,1306464245,2011-05-27 10:44:05
3,72378,0.5,1306464164,2011-05-27 10:42:44
4,21,3,986935199,2001-04-11 04:39:59
4,32,2,945173447,1999-12-14 20:10:47
4,45,3,986935047,2001-04-11 04:37:27
4,47,2,945173425,1999-12-14 20:10:25
4,52,3,964622786,2000-07-26 22:46:26
4,58,3,964538444,2000-07-25 23:20:44
4,125,5,964622758,2000-07-26 22:45:58
4,162,5,945078571,1999-12-13 17:49:31
4,176,5,964622565,2000-07-26 22:42:45
4,215,5,945079078,1999-12-13 17:57:58
4,222,1,945629040,1999-12-20 02:44:00
4,232,5,964622684,2000-07-26 22:44:44
4,235,2,945173513,1999-12-14 20:11:53
4,247,3,986848894,2001-04-10 04:41:34
4,260,5,945079259,1999-12-13 18:00:59
4,265,5,964538468,2000-07-25 23:21:08
4,296,1,945173350,1999-12-14 20:09:10
4,319,5,945079182,1999-12-13 17:59:42
4,342,5,964538500,2000-07-25 23:21:40
4,345,4,945629063,1999-12-20 02:44:23
4,348,4,964622786,2000-07-26 22:46:26
4,351,3,986934901,2001-04-11 04:35:01
4,357,3,964623306,2000-07-26 22:55:06
4,368,4,945078690,1999-12-13 17:51:30
4,417,2,945078467,1999-12-13 17:47:47
4,441,1,986934915,2001-04-11 04:35:15
4,457,5,945079259,1999-12-13 18:00:59
4,475,5,945174290,1999-12-14 20:24:50
4,492,5,945079872,1999-12-13 18:11:12
4,509,1,945079106,1999-12-13 17:58:26
4,538,5,945078636,1999-12-13 17:50:36
4,539,1,964538832,2000-07-25 23:27:12
4,553,2,945079301,1999-12-13 18:01:41
4,588,4,945079670,1999-12-13 18:07:50
4,593,5,964539986,2000-07-25 23:46:26
4,595,3,986848609,2001-04-10 04:36:49
4,599,2,945078587,1999-12-13 17:49:47
